Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,9,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0730,0.0710,0.4540,0.4470,0.4420,0.1480,0.1450,0.1450,,,,
B,0.5800,0.5730,0.5670,0.4780,0.4810,0.4780,0.1440,0.1440,0.1430,,,,
C,0.4330,0.4350,0.4300,0.3150,0.3080,0.3140,0.1400,0.1410,0.1410,,,,
D,0.5890,0.6300,0.5990,0.4110,0.4000,0.4010,0.1310,0.1290,0.1340,,,,
E,0.4450,0.4490,0.4510,0.3050,0.2950,0.2960,0.1160,0.1190,0.1210,,,,
F,0.5280,0.5180,0.5360,0.4300,0.4220,0.4140,0.1230,0.1250,0.1290,,,,
G,0.3820,0.3920,0.3880,0.2930,0.2870,0.2920,0.0810,0.0820,0.0930,,,,
H,0.5130,0.5450,0.5670,0.0790,0.0800,0.0840,0.0820,0.0860,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,10,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0750,0.0710,0.5160,0.5140,0.4960,0.1500,0.1460,0.1480,,,,
B,0.5970,0.5930,0.5900,0.4830,0.4880,0.4860,0.1440,0.1440,0.1430,,,,
C,0.4770,0.4780,0.4780,0.3620,0.3580,0.3570,0.1400,0.1420,0.1410,,,,
D,0.5870,0.6420,0.6050,0.4260,0.4170,0.4160,0.1290,0.1280,0.1340,,,,
E,0.5010,0.5010,0.5090,0.3430,0.3310,0.3300,0.1160,0.1180,0.1200,,,,
F,0.5590,0.5390,0.5560,0.4410,0.4310,0.4230,0.1210,0.1240,0.1270,,,,
G,0.4260,0.4370,0.4350,0.3440,0.3420,0.3360,0.0820,0.0820,0.0920,,,,
H,0.5120,0.5460,0.5760,0.0810,0.0790,0.0840,0.0820,0.0850,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,11,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0740,0.0710,0.5550,0.5470,0.5190,0.1510,0.1490,0.1490,,,,
B,0.6030,0.6130,0.6090,0.4930,0.4890,0.4870,0.1440,0.1440,0.1430,,,,
C,0.5180,0.5260,0.5260,0.3870,0.3830,0.3860,0.1410,0.1430,0.1410,,,,
D,0.5900,0.6380,0.6090,0.4460,0.4300,0.4310,0.1290,0.1270,0.1320,,,,
E,0.5210,0.5400,0.5440,0.3800,0.3640,0.3640,0.1150,0.1170,0.1200,,,,
F,0.5810,0.5620,0.5810,0.4470,0.4390,0.4310,0.1190,0.1200,0.1250,,,,
G,0.4550,0.4690,0.4650,0.3840,0.3840,0.3720,0.0820,0.0830,0.0920,,,,
H,0.5090,0.5460,0.5780,0.0790,0.0800,0.0840,0.0820,0.0850,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,12,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0740,0.0720,0.5680,0.5520,0.5300,0.1520,0.1500,0.1490,,,,
B,0.5980,0.6050,0.6040,0.4990,0.4940,0.4910,0.1430,0.1440,0.1440,,,,
C,0.5420,0.5500,0.5500,0.4230,0.4290,0.4220,0.1410,0.1430,0.1430,,,,
D,0.5950,0.6320,0.6150,0.4520,0.4400,0.4410,0.1280,0.1270,0.1310,,,,
E,0.5470,0.5740,0.5730,0.4020,0.3890,0.3880,0.1140,0.1160,0.1190,,,,
F,0.5990,0.5760,0.6060,0.4550,0.4480,0.4410,0.1200,0.1210,0.1250,,,,
G,0.4740,0.4940,0.4820,0.4240,0.4110,0.4000,0.0820,0.0820,0.0930,,,,
H,0.5110,0.5480,0.5810,0.0790,0.0810,0.0850,0.0830,0.0840,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,13,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0740,0.0700,0.5660,0.5520,0.5360,0.1540,0.1510,0.1500,,,,
B,0.5890,0.5990,0.5960,0.5030,0.4970,0.4930,0.1430,0.1450,0.1440,,,,
C,0.5660,0.5740,0.5740,0.4480,0.4440,0.4430,0.1410,0.1440,0.1430,,,,
D,0.6090,0.6420,0.6320,0.4570,0.4430,0.4430,0.1270,0.1260,0.1320,,,,
E,0.5600,0.5790,0.5830,0.4210,0.4100,0.4070,0.1130,0.1150,0.1190,,,,
F,0.5950,0.5670,0.6010,0.4600,0.4500,0.4450,0.1190,0.1210,0.1240,,,,
G,0.4890,0.5170,0.5070,0.4410,0.4300,0.4200,0.0810,0.0820,0.0930,,,,
H,0.5120,0.5500,0.5790,0.0800,0.0800,0.0850,0.0820,0.0850,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,14,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0750,0.0720,0.5590,0.5500,0.5390,0.1570,0.1520,0.1510,,,,
B,0.5830,0.5920,0.5880,0.5120,0.4980,0.4900,0.1430,0.1440,0.1440,,,,
C,0.5860,0.6020,0.6010,0.4670,0.4560,0.4560,0.1420,0.1440,0.1430,,,,
D,0.6130,0.6490,0.6520,0.4740,0.4480,0.4500,0.1260,0.1260,0.1300,,,,
E,0.5550,0.5670,0.5830,0.4400,0.4220,0.4180,0.1110,0.1150,0.1170,,,,
F,0.5900,0.5610,0.5960,0.4550,0.4470,0.4430,0.1170,0.1200,0.1230,,,,
G,0.4970,0.5240,0.5160,0.4470,0.4410,0.4340,0.0810,0.0830,0.0940,,,,
H,0.5170,0.5530,0.5770,0.0800,0.0790,0.0840,0.0830,0.0850,0.0830,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,15,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0760,0.0750,0.0720,0.5630,0.5530,0.5420,0.1580,0.1540,0.1520,,,,
B,0.5790,0.5880,0.5810,0.5180,0.5040,0.4930,0.1430,0.1450,0.1450,,,,
C,0.5890,0.6020,0.6050,0.4750,0.4630,0.4680,0.1410,0.1450,0.1430,,,,
D,0.6170,0.6570,0.6510,0.4850,0.4530,0.4620,0.1250,0.1250,0.1310,,,,
E,0.5640,0.5670,0.5810,0.4520,0.4400,0.4330,0.1120,0.1130,0.1160,,,,
F,0.5940,0.5590,0.5910,0.4510,0.4450,0.4400,0.1160,0.1190,0.1220,,,,
G,0.5130,0.5290,0.5210,0.4580,0.4470,0.4470,0.0810,0.0820,0.0920,,,,
H,0.5150,0.5480,0.5740,0.0800,0.0780,0.0850,0.0820,0.0850,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,16,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0750,0.0720,0.5700,0.5580,0.5490,0.1600,0.1550,0.1530,,,,
B,0.5760,0.5830,0.5740,0.5220,0.5050,0.4910,0.1420,0.1450,0.1450,,,,
C,0.5810,0.5930,0.5950,0.4830,0.4700,0.4750,0.1410,0.1450,0.1440,,,,
D,0.6200,0.6660,0.6650,0.5010,0.4670,0.4820,0.1250,0.1240,0.1300,,,,
E,0.5730,0.5750,0.5880,0.4690,0.4480,0.4460,0.1110,0.1130,0.1160,,,,
F,0.5980,0.5580,0.5890,0.4470,0.4410,0.4360,0.1170,0.1190,0.1220,,,,
G,0.5160,0.5400,0.5300,0.4620,0.4530,0.4540,0.0820,0.0810,0.0930,,,,
H,0.5120,0.5470,0.5750,0.0790,0.0790,0.0840,0.0820,0.0860,0.0830,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,17,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0730,0.0710,0.5780,0.5590,0.5510,0.1600,0.1570,0.1540,,,,
B,0.5750,0.5810,0.5780,0.5340,0.5110,0.4950,0.1430,0.1450,0.1440,,,,
C,0.5720,0.5890,0.5940,0.5030,0.4750,0.4760,0.1420,0.1470,0.1460,,,,
D,0.6240,0.6760,0.6800,0.5180,0.4730,0.4920,0.1240,0.1240,0.1300,,,,
E,0.5860,0.5880,0.6010,0.4900,0.4550,0.4560,0.1110,0.1140,0.1160,,,,
F,0.6000,0.5570,0.5900,0.4440,0.4390,0.4330,0.1160,0.1180,0.1220,,,,
G,0.5130,0.5340,0.5260,0.4580,0.4520,0.4540,0.0810,0.0810,0.0920,,,,
H,0.5110,0.5480,0.5820,0.0790,0.0790,0.0850,0.0810,0.0850,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,18,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0750,0.0730,0.5850,0.5650,0.5600,0.1630,0.1570,0.1550,,,,
B,0.5780,0.5780,0.5780,0.5380,0.5300,0.4950,0.1410,0.1440,0.1440,,,,
C,0.5650,0.5850,0.5860,0.5080,0.4740,0.4800,0.1410,0.1460,0.1450,,,,
D,0.6280,0.6820,0.6840,0.5180,0.4740,0.4970,0.1230,0.1240,0.1300,,,,
E,0.6030,0.6140,0.6060,0.5030,0.4610,0.4640,0.1110,0.1110,0.1150,,,,
F,0.6020,0.5600,0.5910,0.4430,0.4350,0.4250,0.1150,0.1160,0.1210,,,,
G,0.5130,0.5340,0.5210,0.4540,0.4470,0.4490,0.0810,0.0820,0.0930,,,,
H,0.5120,0.5470,0.5860,0.0800,0.0790,0.0840,0.0820,0.0840,0.0820,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,19,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0730,0.0740,0.0710,0.5920,0.5710,0.5690,0.1640,0.1580,0.1550,,,,
B,0.5770,0.5770,0.5740,0.5440,0.5350,0.4990,0.1410,0.1460,0.1450,,,,
C,0.5580,0.5830,0.5820,0.5250,0.4840,0.4850,0.1430,0.1470,0.1460,,,,
D,0.6360,0.6910,0.6940,0.5240,0.4790,0.4990,0.1230,0.1240,0.1290,,,,
E,0.6180,0.6160,0.6270,0.5150,0.4710,0.4720,0.1090,0.1120,0.1150,,,,
F,0.5940,0.5620,0.5950,0.4430,0.4320,0.4220,0.1150,0.1160,0.1210,,,,
G,0.5120,0.5320,0.5230,0.4490,0.4390,0.4450,0.0800,0.0820,0.0920,,,,
H,0.5190,0.5550,0.5940,0.0800,0.0800,0.0840,0.0810,0.0850,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,20,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0730,0.0750,0.0710,0.6010,0.5800,0.5810,0.1640,0.1590,0.1550,,,,
B,0.5800,0.5780,0.5750,0.5470,0.5480,0.5020,0.1420,0.1440,0.1460,,,,
C,0.5580,0.5810,0.5810,0.5380,0.4870,0.4920,0.1420,0.1470,0.1460,,,,
D,0.6390,0.6950,0.6950,0.5210,0.4750,0.4980,0.1220,0.1240,0.1280,,,,
E,0.6260,0.6260,0.6320,0.5220,0.4790,0.4770,0.1100,0.1110,0.1140,,,,
F,0.5870,0.5620,0.5910,0.4390,0.4280,0.4190,0.1140,0.1160,0.1200,,,,
G,0.5130,0.5280,0.5170,0.4480,0.4360,0.4400,0.0810,0.0810,0.0940,,,,
H,0.5150,0.5580,0.5990,0.0790,0.0800,0.0840,0.0820,0.0850,0.0830,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,21,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0750,0.0690,0.6060,0.5910,0.5900,0.1640,0.1600,0.1560,,,,
B,0.5740,0.5770,0.5750,0.5510,0.5560,0.5070,0.1420,0.1450,0.1450,,,,
C,0.5520,0.5740,0.5800,0.5480,0.4940,0.4980,0.1420,0.1470,0.1480,,,,
D,0.6340,0.6950,0.7010,0.5220,0.4750,0.4980,0.1220,0.1240,0.1300,,,,
E,0.6290,0.6370,0.6460,0.5310,0.4920,0.4830,0.1090,0.1100,0.1150,,,,
F,0.5810,0.5600,0.5900,0.4360,0.4260,0.4160,0.1150,0.1160,0.1210,,,,
G,0.5100,0.5240,0.5160,0.4420,0.4310,0.4350,0.0820,0.0810,0.0920,,,,
H,0.5130,0.5670,0.6060,0.0790,0.0790,0.0850,0.0810,0.0850,0.0830,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,22,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0750,0.0720,0.6120,0.5970,0.6000,0.1650,0.1600,0.1580,,,,
B,0.5720,0.5790,0.5750,0.5490,0.5570,0.5140,0.1420,0.1450,0.1460,,,,
C,0.5460,0.5740,0.5870,0.5610,0.4970,0.5030,0.1410,0.1470,0.1480,,,,
D,0.6350,0.7010,0.7030,0.5170,0.4680,0.4890,0.1210,0.1230,0.1290,,,,
E,0.6400,0.6410,0.6580,0.5310,0.4920,0.4860,0.1100,0.1110,0.1150,,,,
F,0.5730,0.5500,0.5850,0.4340,0.4250,0.4140,0.1140,0.1160,0.1210,,,,
G,0.5040,0.5160,0.5120,0.4400,0.4320,0.4320,0.0810,0.0820,0.0920,,,,
H,0.5160,0.5690,0.6120,0.0800,0.0790,0.0840,0.0840,0.0860,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,23,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0750,0.0700,0.6200,0.6060,0.6090,0.1650,0.1620,0.1580,,,,
B,0.5710,0.5800,0.5750,0.5490,0.5630,0.5170,0.1400,0.1440,0.1440,,,,
C,0.5450,0.5650,0.5810,0.5690,0.5030,0.5090,0.1390,0.1470,0.1460,,,,
D,0.6380,0.6970,0.7020,0.5110,0.4630,0.4850,0.1210,0.1230,0.1290,,,,
E,0.6460,0.6570,0.6550,0.5270,0.4890,0.4850,0.1090,0.1090,0.1130,,,,
F,0.5700,0.5450,0.5860,0.4330,0.4250,0.4120,0.1140,0.1150,0.1200,,,,
G,0.5020,0.5160,0.5100,0.4380,0.4310,0.4270,0.0800,0.0820,0.0930,,,,
H,0.5180,0.5780,0.6210,0.0800,0.0790,0.0850,0.0810,0.0860,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,24,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0760,0.0710,0.6210,0.6130,0.6140,0.1660,0.1620,0.1570,,,,
B,0.5670,0.5800,0.5770,0.5520,0.5630,0.5190,0.1400,0.1430,0.1460,,,,
C,0.5420,0.5640,0.5820,0.5780,0.5110,0.5170,0.1410,0.1470,0.1470,,,,
D,0.6390,0.6970,0.7080,0.5090,0.4570,0.4830,0.1210,0.1240,0.1290,,,,
E,0.6490,0.6600,0.6620,0.5320,0.4850,0.4860,0.1080,0.1100,0.1140,,,,
F,0.5680,0.5400,0.5870,0.4350,0.4260,0.4120,0.1140,0.1160,0.1200,,,,
G,0.5000,0.5130,0.5080,0.4380,0.4330,0.4250,0.0810,0.0820,0.0940,,,,
H,0.5150,0.5850,0.6290,0.0790,0.0800,0.0840,0.0820,0.0860,0.0830,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,25,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0750,0.0700,0.6250,0.6180,0.6190,0.1660,0.1630,0.1590,,,,
B,0.5640,0.5840,0.5810,0.5540,0.5630,0.5230,0.1410,0.1450,0.1440,,,,
C,0.5450,0.5640,0.5850,0.5800,0.5170,0.5230,0.1410,0.1470,0.1480,,,,
D,0.6420,0.7010,0.7110,0.5110,0.4540,0.4800,0.1220,0.1250,0.1300,,,,
E,0.6540,0.6570,0.6680,0.5360,0.4840,0.4840,0.1090,0.1100,0.1140,,,,
F,0.5680,0.5360,0.5870,0.4400,0.4280,0.4100,0.1140,0.1170,0.1210,,,,
G,0.4980,0.5150,0.5050,0.4380,0.4310,0.4210,0.0820,0.0820,0.0930,,,,
H,0.5150,0.5870,0.6330,0.0800,0.0790,0.0840,0.0820,0.0850,0.0830,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,26,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0750,0.0720,0.6240,0.6190,0.6230,0.1670,0.1640,0.1590,,,,
B,0.5650,0.5870,0.5850,0.5550,0.5680,0.5250,0.1400,0.1450,0.1450,,,,
C,0.5430,0.5630,0.5860,0.5810,0.5180,0.5290,0.1400,0.1470,0.1470,,,,
D,0.6400,0.6970,0.7070,0.5030,0.4500,0.4750,0.1220,0.1250,0.1300,,,,
E,0.6550,0.6530,0.6670,0.5320,0.4790,0.4800,0.1080,0.1100,0.1130,,,,
F,0.5650,0.5290,0.5840,0.4370,0.4300,0.4090,0.1140,0.1150,0.1200,,,,
G,0.4990,0.5130,0.5050,0.4390,0.4270,0.4190,0.0810,0.0820,0.0920,,,,
H,0.5120,0.5880,0.6310,0.0790,0.0790,0.0840,0.0820,0.0850,0.0830,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,27,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0750,0.0700,0.6270,0.6230,0.6270,0.1690,0.1640,0.1600,,,,
B,0.5680,0.5990,0.5870,0.5550,0.5700,0.5290,0.1410,0.1440,0.1450,,,,
C,0.5430,0.5690,0.5870,0.5860,0.5310,0.5370,0.1390,0.1460,0.1470,,,,
D,0.6430,0.6970,0.7100,0.5020,0.4480,0.4730,0.1210,0.1240,0.1300,,,,
E,0.6570,0.6540,0.6660,0.5330,0.4780,0.4760,0.1070,0.1090,0.1120,,,,
F,0.5650,0.5230,0.5820,0.4370,0.4340,0.4090,0.1140,0.1150,0.1190,,,,
G,0.4970,0.5140,0.5050,0.4520,0.4250,0.4170,0.0810,0.0820,0.0920,,,,
H,0.5140,0.5950,0.6280,0.0790,0.0790,0.0850,0.0810,0.0850,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,28,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0750,0.0720,0.6270,0.6230,0.6270,0.1690,0.1640,0.1590,,,,
B,0.5670,0.6000,0.5900,0.5610,0.5720,0.5260,0.1400,0.1450,0.1450,,,,
C,0.5400,0.5690,0.5870,0.5830,0.5280,0.5480,0.1400,0.1460,0.1460,,,,
D,0.6370,0.6960,0.7150,0.4970,0.4440,0.4710,0.1210,0.1240,0.1300,,,,
E,0.6580,0.6600,0.6730,0.5370,0.4690,0.4720,0.1080,0.1090,0.1130,,,,
F,0.5650,0.5210,0.5840,0.4390,0.4390,0.4080,0.1140,0.1160,0.1200,,,,
G,0.4980,0.5170,0.5090,0.4590,0.4220,0.4140,0.0810,0.0820,0.0930,,,,
H,0.5130,0.5990,0.6350,0.0790,0.0780,0.0840,0.0820,0.0840,0.0830,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,29,2/8/2025 11:18:21 AM,

Background information
