Plate information 
F,2432,2661,3160,2923,2871,791,784,712,749,684,,,
G,1553,1733,1764,1541,1416,686,707,653,732,566,,,
H,387,454,383,506,490,352,539,521,476,447,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,60,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,435,479,501,453,491,449,,,,,,,
B,3250,3159,3062,3144,3220,1752,1473,1607,1713,1372,,,
C,3717,3639,3402,3410,3250,1715,1502,1683,1666,1432,,,
D,1715,2081,2094,2038,1945,1020,903,846,828,1275,,,
E,1691,1594,1511,1627,1711,758,981,995,920,779,,,
F,2351,2827,3177,2901,2748,757,780,698,763,785,,,
G,1660,1690,1816,1605,1462,742,708,578,748,663,,,
H,370,449,488,377,338,481,430,506,420,467,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,1,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0790,0.0700,0.0690,0.0730,0.0730,,,,,,,
B,0.1540,0.1540,0.1540,0.1540,0.1510,0.1480,0.1450,0.1440,0.1460,0.1560,,,
C,0.1570,0.1430,0.1430,0.1440,0.1480,0.1360,0.1360,0.1360,0.1360,0.1220,,,
D,0.1550,0.1480,0.1510,0.1520,0.1560,0.1420,0.1440,0.1430,0.1460,0.1350,,,
E,0.1510,0.1480,0.1460,0.1450,0.1450,0.1310,0.1320,0.1320,0.1310,0.1260,,,
F,0.1420,0.1380,0.1380,0.1350,0.1520,0.1270,0.1280,0.1260,0.1270,0.1310,,,
G,0.1480,0.1430,0.1400,0.1370,0.1440,0.1340,0.1340,0.1340,0.1320,0.1190,,,
H,0.1450,0.1430,0.1560,0.1440,0.1450,0.1320,0.1360,0.1320,0.1340,0.1230,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,2,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0760,0.0800,0.0730,0.0720,0.0740,0.0760,,,,,,,
B,0.1840,0.1800,0.1820,0.1810,0.1740,0.1500,0.1470,0.1460,0.1490,0.1570,,,
C,0.1850,0.1700,0.1680,0.1650,0.1680,0.1380,0.1350,0.1360,0.1350,0.1220,,,
D,0.1780,0.1740,0.1770,0.1790,0.1810,0.1440,0.1450,0.1430,0.1460,0.1340,,,
E,0.1700,0.1660,0.1650,0.1660,0.1670,0.1310,0.1310,0.1320,0.1300,0.1260,,,
F,0.1530,0.1540,0.1520,0.1510,0.1680,0.1230,0.1260,0.1240,0.1270,0.1300,,,
G,0.1690,0.1610,0.1580,0.1570,0.1640,0.1330,0.1330,0.1340,0.1320,0.1200,,,
H,0.1690,0.1680,0.1820,0.1690,0.1720,0.1310,0.1340,0.1310,0.1340,0.1230,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,3,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0770,0.0820,0.0760,0.0750,0.0770,0.0780,,,,,,,
B,0.2250,0.2210,0.2210,0.2200,0.2110,0.1500,0.1480,0.1470,0.1500,0.1550,,,
C,0.2250,0.2140,0.2080,0.2020,0.2040,0.1390,0.1380,0.1370,0.1360,0.1250,,,
D,0.2180,0.2100,0.2120,0.2140,0.2200,0.1460,0.1460,0.1460,0.1480,0.1370,,,
E,0.1970,0.1960,0.1970,0.1960,0.1960,0.1320,0.1320,0.1320,0.1300,0.1270,,,
F,0.1730,0.1750,0.1760,0.1770,0.1950,0.1230,0.1250,0.1240,0.1260,0.1280,,,
G,0.2050,0.1970,0.1940,0.1910,0.2020,0.1330,0.1350,0.1350,0.1320,0.1210,,,
H,0.2040,0.1990,0.2150,0.2060,0.2090,0.1320,0.1350,0.1320,0.1350,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,4,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0770,0.0830,0.0840,0.0860,0.0910,0.0890,,,,,,,
B,0.2700,0.2650,0.2770,0.2780,0.2740,0.1620,0.1620,0.1630,0.1670,0.1620,,,
C,0.2670,0.2670,0.2630,0.2660,0.2710,0.1570,0.1530,0.1540,0.1500,0.1280,,,
D,0.2590,0.2610,0.2710,0.2750,0.2830,0.1610,0.1610,0.1600,0.1620,0.1370,,,
E,0.2210,0.2410,0.2400,0.2400,0.2400,0.1450,0.1450,0.1440,0.1380,0.1270,,,
F,0.2100,0.2110,0.2180,0.2170,0.2280,0.1280,0.1280,0.1230,0.1240,0.1250,,,
G,0.2420,0.2390,0.2410,0.2390,0.2390,0.1320,0.1320,0.1330,0.1310,0.1190,,,
H,0.2440,0.2390,0.2690,0.2470,0.2530,0.1320,0.1350,0.1310,0.1350,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,5,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0770,0.0840,0.0950,0.0940,0.0960,0.0950,,,,,,,
B,0.3330,0.3310,0.3380,0.3400,0.3370,0.1670,0.1640,0.1630,0.1640,0.1610,,,
C,0.3250,0.3260,0.3230,0.3270,0.3350,0.1600,0.1550,0.1560,0.1550,0.1300,,,
D,0.3130,0.3180,0.3240,0.3280,0.3330,0.1620,0.1620,0.1620,0.1610,0.1360,,,
E,0.2680,0.2830,0.2810,0.2820,0.2800,0.1470,0.1460,0.1450,0.1360,0.1270,,,
F,0.2580,0.2550,0.2540,0.2560,0.2870,0.1330,0.1350,0.1260,0.1250,0.1250,,,
G,0.2780,0.2810,0.2790,0.2810,0.2930,0.1420,0.1340,0.1330,0.1310,0.1200,,,
H,0.2960,0.2890,0.3170,0.2960,0.3030,0.1310,0.1340,0.1320,0.1340,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,6,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0800,0.0860,0.0960,0.0960,0.0990,0.1000,,,,,,,
B,0.4000,0.3930,0.3990,0.4010,0.4060,0.1730,0.1670,0.1660,0.1670,0.1650,,,
C,0.3700,0.3750,0.3750,0.3790,0.3860,0.1660,0.1620,0.1610,0.1570,0.1340,,,
D,0.3720,0.3750,0.3820,0.3810,0.3960,0.1700,0.1660,0.1620,0.1610,0.1380,,,
E,0.3070,0.3230,0.3190,0.3280,0.3280,0.1500,0.1500,0.1450,0.1350,0.1250,,,
F,0.3060,0.3080,0.3010,0.2990,0.3370,0.1360,0.1350,0.1300,0.1230,0.1230,,,
G,0.3260,0.3310,0.3340,0.3320,0.3380,0.1340,0.1320,0.1330,0.1310,0.1190,,,
H,0.3480,0.3340,0.3700,0.3440,0.3530,0.1310,0.1340,0.1310,0.1330,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,7,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0830,0.0870,0.1010,0.0980,0.0990,0.0990,,,,,,,
B,0.4620,0.4520,0.4570,0.4580,0.4780,0.1700,0.1650,0.1630,0.1640,0.1650,,,
C,0.4140,0.4190,0.4190,0.4210,0.4290,0.1670,0.1600,0.1590,0.1570,0.1310,,,
D,0.4420,0.4380,0.4460,0.4460,0.4680,0.1700,0.1680,0.1640,0.1630,0.1390,,,
E,0.3420,0.3620,0.3570,0.3650,0.3660,0.1520,0.1480,0.1420,0.1380,0.1250,,,
F,0.3580,0.3630,0.3630,0.3510,0.3780,0.1390,0.1370,0.1270,0.1220,0.1220,,,
G,0.3760,0.3740,0.3850,0.3820,0.3840,0.1410,0.1380,0.1330,0.1300,0.1200,,,
H,0.4100,0.3810,0.4210,0.3930,0.4030,0.1310,0.1330,0.1310,0.1330,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,8,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0860,0.0900,0.1030,0.0980,0.0990,0.0990,,,,,,,
B,0.5160,0.5060,0.5150,0.5190,0.5390,0.1710,0.1670,0.1640,0.1650,0.1620,,,
C,0.4430,0.4510,0.4500,0.4570,0.4710,0.1670,0.1640,0.1610,0.1580,0.1370,,,
D,0.5010,0.4950,0.5070,0.5100,0.5200,0.1720,0.1710,0.1660,0.1650,0.1390,,,
E,0.3830,0.3950,0.3920,0.3950,0.4030,0.1490,0.1480,0.1460,0.1410,0.1250,,,
F,0.4040,0.4120,0.4110,0.4040,0.4160,0.1340,0.1320,0.1310,0.1280,0.1230,,,
G,0.4140,0.4070,0.4250,0.4210,0.4270,0.1360,0.1320,0.1330,0.1300,0.1200,,,
H,0.4660,0.4370,0.4610,0.4440,0.4500,0.1300,0.1330,0.1310,0.1330,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,9,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0820,0.0890,0.0980,0.0960,0.0970,0.0990,,,,,,,
B,0.5580,0.5540,0.5580,0.5660,0.5720,0.1680,0.1670,0.1650,0.1660,0.1630,,,
C,0.4720,0.4840,0.4830,0.4920,0.5060,0.1660,0.1630,0.1610,0.1600,0.1370,,,
D,0.5360,0.5300,0.5380,0.5420,0.5490,0.1690,0.1690,0.1670,0.1660,0.1390,,,
E,0.4110,0.4240,0.4270,0.4270,0.4270,0.1480,0.1470,0.1450,0.1420,0.1250,,,
F,0.4370,0.4470,0.4450,0.4510,0.4430,0.1360,0.1380,0.1350,0.1320,0.1220,,,
G,0.4550,0.4330,0.4600,0.4550,0.4650,0.1400,0.1340,0.1340,0.1330,0.1180,,,
H,0.5050,0.4670,0.4940,0.4840,0.4850,0.1310,0.1330,0.1320,0.1320,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,10,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0900,0.1000,0.0950,0.0990,0.1010,,,,,,,
B,0.5880,0.5830,0.5830,0.5910,0.5900,0.1710,0.1660,0.1660,0.1660,0.1590,,,
C,0.4930,0.4980,0.4970,0.5050,0.5200,0.1700,0.1640,0.1630,0.1630,0.1360,,,
D,0.5520,0.5470,0.5510,0.5570,0.5590,0.1720,0.1690,0.1670,0.1660,0.1410,,,
E,0.4520,0.4460,0.4460,0.4460,0.4470,0.1470,0.1430,0.1370,0.1330,0.1240,,,
F,0.4540,0.4640,0.4640,0.4730,0.4620,0.1350,0.1310,0.1220,0.1250,0.1230,,,
G,0.4940,0.4580,0.4900,0.4970,0.5000,0.1330,0.1310,0.1310,0.1280,0.1180,,,
H,0.5440,0.5010,0.5190,0.5210,0.5200,0.1300,0.1330,0.1300,0.1320,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,11,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0900,0.0980,0.0950,0.0970,0.0980,,,,,,,
B,0.6090,0.6030,0.6020,0.6110,0.6000,0.1690,0.1650,0.1630,0.1640,0.1620,,,
C,0.4970,0.5050,0.5030,0.5080,0.5210,0.1670,0.1620,0.1610,0.1580,0.1320,,,
D,0.5680,0.5620,0.5640,0.5670,0.5640,0.1710,0.1700,0.1660,0.1650,0.1420,,,
E,0.4510,0.4440,0.4470,0.4450,0.4470,0.1460,0.1450,0.1430,0.1390,0.1240,,,
F,0.4530,0.4640,0.4640,0.4840,0.4690,0.1350,0.1370,0.1320,0.1270,0.1210,,,
G,0.4980,0.4850,0.5000,0.4910,0.4860,0.1330,0.1300,0.1300,0.1270,0.1170,,,
H,0.5690,0.5170,0.5330,0.5350,0.5290,0.1300,0.1330,0.1300,0.1320,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,12,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0840,0.0900,0.0990,0.0980,0.1010,0.1000,,,,,,,
B,0.6300,0.6270,0.6240,0.6280,0.6090,0.1700,0.1650,0.1660,0.1650,0.1620,,,
C,0.5050,0.5130,0.5080,0.5090,0.5250,0.1680,0.1620,0.1620,0.1590,0.1330,,,
D,0.5820,0.5800,0.5840,0.5810,0.5710,0.1730,0.1700,0.1670,0.1670,0.1440,,,
E,0.4610,0.4560,0.4580,0.4540,0.4550,0.1450,0.1440,0.1450,0.1410,0.1230,,,
F,0.4480,0.4670,0.4750,0.4990,0.4890,0.1340,0.1350,0.1370,0.1340,0.1210,,,
G,0.5100,0.5030,0.5180,0.5070,0.5030,0.1370,0.1290,0.1280,0.1270,0.1170,,,
H,0.5800,0.5290,0.5520,0.5430,0.5330,0.1300,0.1320,0.1310,0.1320,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,13,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0900,0.1010,0.0970,0.0980,0.0980,,,,,,,
B,0.6450,0.6470,0.6410,0.6400,0.6100,0.1690,0.1670,0.1670,0.1660,0.1620,,,
C,0.5180,0.5270,0.5180,0.5170,0.5310,0.1690,0.1630,0.1630,0.1610,0.1340,,,
D,0.5950,0.5950,0.5950,0.5860,0.5730,0.1710,0.1700,0.1660,0.1680,0.1430,,,
E,0.4640,0.4590,0.4560,0.4530,0.4590,0.1440,0.1420,0.1370,0.1330,0.1230,,,
F,0.4530,0.4880,0.5000,0.5090,0.4990,0.1330,0.1300,0.1260,0.1220,0.1210,,,
G,0.5230,0.5200,0.5310,0.5070,0.5010,0.1300,0.1290,0.1270,0.1250,0.1170,,,
H,0.5970,0.5450,0.5610,0.5490,0.5360,0.1290,0.1320,0.1310,0.1320,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,14,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0890,0.0900,0.0980,0.0950,0.0980,0.1000,,,,,,,
B,0.6570,0.6550,0.6470,0.6470,0.6210,0.1700,0.1670,0.1670,0.1660,0.1620,,,
C,0.5240,0.5360,0.5280,0.5230,0.5380,0.1670,0.1620,0.1620,0.1610,0.1330,,,
D,0.6050,0.6060,0.6070,0.5960,0.5780,0.1710,0.1690,0.1690,0.1670,0.1450,,,
E,0.4670,0.4630,0.4590,0.4560,0.4630,0.1450,0.1440,0.1400,0.1370,0.1220,,,
F,0.4660,0.5050,0.5210,0.5180,0.5080,0.1370,0.1350,0.1260,0.1220,0.1200,,,
G,0.5360,0.5310,0.5440,0.5120,0.5110,0.1390,0.1340,0.1270,0.1250,0.1150,,,
H,0.6060,0.5590,0.5680,0.5520,0.5370,0.1290,0.1320,0.1300,0.1320,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,15,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0840,0.0900,0.0990,0.0960,0.0970,0.0990,,,,,,,
B,0.6580,0.6590,0.6540,0.6490,0.6200,0.1700,0.1680,0.1670,0.1650,0.1600,,,
C,0.5410,0.5480,0.5380,0.5340,0.5470,0.1670,0.1620,0.1620,0.1580,0.1300,,,
D,0.6150,0.6220,0.6190,0.6030,0.5820,0.1710,0.1690,0.1680,0.1670,0.1450,,,
E,0.4680,0.4660,0.4590,0.4580,0.4610,0.1420,0.1400,0.1360,0.1350,0.1240,,,
F,0.4700,0.5140,0.5300,0.5210,0.5110,0.1300,0.1250,0.1190,0.1240,0.1210,,,
G,0.5470,0.5400,0.5560,0.5180,0.5130,0.1310,0.1270,0.1250,0.1240,0.1150,,,
H,0.6050,0.5710,0.5650,0.5520,0.5370,0.1310,0.1330,0.1290,0.1340,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,16,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0840,0.0900,0.1000,0.0980,0.1000,0.1010,,,,,,,
B,0.6520,0.6560,0.6530,0.6450,0.6200,0.1740,0.1680,0.1680,0.1690,0.1660,,,
C,0.5310,0.5450,0.5380,0.5330,0.5440,0.1700,0.1630,0.1620,0.1610,0.1330,,,
D,0.6120,0.6210,0.6200,0.6010,0.5800,0.1750,0.1710,0.1680,0.1680,0.1470,,,
E,0.4560,0.4580,0.4530,0.4510,0.4590,0.1460,0.1420,0.1400,0.1370,0.1230,,,
F,0.4690,0.5190,0.5360,0.5230,0.5180,0.1370,0.1360,0.1250,0.1220,0.1200,,,
G,0.5480,0.5500,0.5680,0.5240,0.5170,0.1370,0.1340,0.1260,0.1230,0.1150,,,
H,0.5850,0.5740,0.5600,0.5450,0.5300,0.1300,0.1330,0.1310,0.1330,0.1260,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,17,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0920,0.1010,0.0980,0.1010,0.0990,,,,,,,
B,0.6510,0.6560,0.6530,0.6450,0.6200,0.1720,0.1670,0.1690,0.1670,0.1610,,,
C,0.5260,0.5450,0.5350,0.5300,0.5360,0.1690,0.1630,0.1640,0.1620,0.1340,,,
D,0.6120,0.6230,0.6190,0.5990,0.5740,0.1740,0.1720,0.1700,0.1690,0.1480,,,
E,0.4560,0.4540,0.4460,0.4460,0.4510,0.1440,0.1410,0.1380,0.1360,0.1230,,,
F,0.4640,0.5220,0.5430,0.5220,0.5190,0.1340,0.1290,0.1250,0.1230,0.1200,,,
G,0.5530,0.5570,0.5790,0.5250,0.5150,0.1340,0.1300,0.1240,0.1230,0.1150,,,
H,0.5710,0.5700,0.5540,0.5390,0.5210,0.1290,0.1320,0.1310,0.1320,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,18,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0840,0.0890,0.1000,0.0960,0.0990,0.1010,,,,,,,
B,0.6520,0.6570,0.6540,0.6440,0.6270,0.1750,0.1710,0.1720,0.1710,0.1660,,,
C,0.5210,0.5390,0.5290,0.5230,0.5280,0.1710,0.1650,0.1630,0.1620,0.1370,,,
D,0.6090,0.6220,0.6170,0.5970,0.5720,0.1760,0.1740,0.1730,0.1730,0.1510,,,
E,0.4510,0.4470,0.4390,0.4370,0.4420,0.1450,0.1450,0.1410,0.1400,0.1240,,,
F,0.4620,0.5300,0.5480,0.5220,0.5190,0.1360,0.1360,0.1310,0.1270,0.1190,,,
G,0.5620,0.5650,0.5880,0.5290,0.5140,0.1380,0.1340,0.1230,0.1230,0.1150,,,
H,0.5670,0.5610,0.5440,0.5320,0.5140,0.1310,0.1330,0.1310,0.1330,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,19,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0920,0.1010,0.0980,0.0990,0.0990,,,,,,,
B,0.6540,0.6610,0.6580,0.6500,0.6340,0.1770,0.1710,0.1720,0.1730,0.1710,,,
C,0.5190,0.5360,0.5290,0.5210,0.5220,0.1690,0.1630,0.1640,0.1630,0.1350,,,
D,0.6090,0.6270,0.6220,0.6010,0.5700,0.1740,0.1720,0.1700,0.1700,0.1500,,,
E,0.4470,0.4450,0.4330,0.4310,0.4360,0.1430,0.1410,0.1380,0.1370,0.1230,,,
F,0.4600,0.5410,0.5590,0.5300,0.5210,0.1350,0.1330,0.1240,0.1180,0.1200,,,
G,0.5710,0.5740,0.5980,0.5310,0.5090,0.1300,0.1280,0.1230,0.1230,0.1140,,,
H,0.5640,0.5540,0.5380,0.5270,0.5080,0.1300,0.1330,0.1310,0.1320,0.1250,,,

Plate information 
